URI (do not change)	Name (do not change)	Status (empty=Public)	Label	Suggested Label	Comment	Suggested Comment	Lydie's comment	Source file
http://nextprot.org/rdf/source/Alzheimers_University_of_Toronto	source/Alzheimers_University_of_Toronto		Alzheimers_University_of_Toronto	Alzheimers_University_of_Toronto	Alzheimers Project at University of Toronto	Alzheimers Project at University of Toronto	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Antibodypedia	source/Antibodypedia	private	Antibodypedia	Antibodypedia	A searchable database of antibodies against human proteins	A searchable database of antibodies against human proteins	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/BHF-UCL	source/BHF-UCL		BHF-UCL	BHF-UCL	British Heart Foundation - University College London	British Heart Foundation - University College London	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Bgee	source/Bgee		Bgee	Bgee	Information imported from dataBase for Gene Expression Evolution	Information imported from dataBase for Gene Expression Evolution	Information imported from Bgee	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/BioMuta	source/BioMuta	private	BioMuta	BioMuta	BioMuta curated single-nucleotide variation and disease association database	BioMuta curated single-nucleotide variation and disease association database	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Bioeditor	source/Bioeditor	private	Bioeditor	Bioeditor	Information generated manually by neXtProt via the Bioeditor platform	Information generated manually by neXtProt via the Bioeditor platform	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/CACAO	source/CACAO		CACAO	CACAO	Community Assessment of Community Annotation with Ontologies	Community Assessment of Community Annotation with Ontologies	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/CAFA	source/CAFA		CAFA	CAFA	Critical Assessment of Protein Function Annotation.	Critical Assessment of Protein Function Annotation.	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/CCDS	source/CCDS	private	CCDS	CCDS	Consensus CDS project	Consensus CDS project	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Cellosaurus	source/Cellosaurus		Cellosaurus	Cellosaurus	Information generated by neXtProt from the Cellosaurus	Information generated by neXtProt from the Cellosaurus	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/ClinVar	source/ClinVar	private	ClinVar	ClinVar	Database of mutations and their clinical relevance	Database of mutations and their clinical relevance	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/ComplexPortal	source/ComplexPortal		ComplexPortal	ComplexPortal	A Manually curated, encyclopaedic resource of macromolecular complexes from a number of key model organisms	A Manually curated, encyclopaedic resource of macromolecular complexes from a number of key model organisms	Information imported from Complex portal	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Cosmic	source/Cosmic		Cosmic	Cosmic	Catalogue Of Somatic Mutations In Cancer	Catalogue Of Somatic Mutations In Cancer	Information imported from Cosmic	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/DFLAT	source/DFLAT		DFLAT	DFLAT	Developmental FunctionaL Annotation at Tufts	Developmental FunctionaL Annotation at Tufts	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/DIBU	source/DIBU	private	DIBU	DIBU	DIBU	DIBU	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/DrugBank	source/DrugBank		DrugBank	DrugBank	Drug and drug target database	Drug and drug target database	Information imported from DrugBank	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Dyp	source/Dyp		Dyp	Dyp	Information extracted form the Dyp database	Information extracted form the Dyp database	Information imported from DYP	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/EMBL-EBI	source/EMBL-EBI	private	EMBL-EBI	EMBL-EBI	European Molecular Biology Laboratory / European Bioinformatics Institute	European Molecular Biology Laboratory / European Bioinformatics Institute	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/ENYO	source/ENYO		ENYO	ENYO	ENYO Pharma, a clinical stage Biotech with a unique drug discovery engine inspired by viruses	ENYO Pharma, a clinical stage Biotech with a unique drug discovery engine inspired by viruses	Protein-protein interaction information imported from ENYO Pharma, a clinical stage Biotech with a unique drug discovery engine inspired by viruses	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Ensembl	source/Ensembl		Ensembl	Ensembl	Information imported from Ensembl	Information imported from Ensembl	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/FlyBase	source/FlyBase		FlyBase	FlyBase	A database for Drosophila genetics and molecular biology.	A database for Drosophila genetics and molecular biology.	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/GDB	source/GDB		GDB	GDB	Human Genome Database	Human Genome Database	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/GFP-cDNAEMBL	source/GFP-cDNAEMBL		GFP-cDNA@EMBL	GFP-cDNA@EMBL	GFP-cDNA Localisation Project (EMBL)	GFP-cDNA Localisation Project (EMBL)	Information imported from the GFP-cDNA project	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/GO	source/GO	private	GO	GO	Information generated by Gene Ontology	Information generated by Gene Ontology	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/GOC	source/GOC		GOC	GOC	inferred annotations from GO OBO v1.2	inferred annotations from GO OBO v1.2	Same as GO-central?	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/GO_central	source/GO_central		GO_central	GO_central	Reference Genome Annotation Project	Reference Genome Annotation Project	Information imported from GO_REF?	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/GlyConnect	source/GlyConnect		GlyConnect	GlyConnect	A platform integrating sources of information to help characterise the molecular components of protein glycosylation	A platform integrating sources of information to help characterise the molecular components of protein glycosylation	Information imported from GlyConnect	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/HGNC	source/HGNC		HGNC	HGNC	HUGO Gene Nomenclature Committee	HUGO Gene Nomenclature Committee	Information imported from HGNC	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/HGNC-UCL	source/HGNC-UCL		HGNC-UCL	HGNC-UCL	HGNC gene annotation from University College of London	HGNC gene annotation from University College of London	same as HGNC?	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/HPRD	source/HPRD	private	HPRD	HPRD	Human Protein Reference Database	Human Protein Reference Database	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Human_protein_atlas	source/Human_protein_atlas		Human_protein_atlas	Human_protein_atlas	Expression data imported from Human protein atlas	Expression data imported from Human protein atlas	Expression and subcellular localization data imported from HPA	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Human_protein_atlas_RNA-seq	source/Human_protein_atlas_RNA-seq	private	Human_protein_atlas_RNA-seq	Human_protein_atlas_RNA-seq	RNA-seq expression data imported from Human protein atlas	RNA-seq expression data imported from Human protein atlas	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/Human_protein_atlas_subcellular_localization	source/Human_protein_atlas_subcellular_localization	private	Human_protein_atlas_subcellular_localization	Human_protein_atlas_subcellular_localization	Subcellular localization data imported from Human protein atlas	Subcellular localization data imported from Human protein atlas	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/IPI	source/IPI	private	IPI	IPI	International Protein Index, from EBI, no more maintain	International Protein Index, from EBI, no more maintain	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/IntAct	source/IntAct		IntAct	IntAct	Information generated by IntAct	Information generated by IntAct	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/InterPro	source/InterPro		InterPro	InterPro	Information generated by InterPro	Information generated by InterPro	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/KEGG_PTW	source/KEGG_PTW		KEGG_PTW	KEGG_PTW	Link to KEGG pathways	Link to KEGG pathways	Information imported from KEGGPathway	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/LIFEdb	source/LIFEdb		LIFEdb	LIFEdb	LIFEdb	LIFEdb	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MDATA_0004_2011	source/MDATA_0004_2011		MDATA_0004_2011	MDATA_0004_2011	Information extracted from the submission MDATA_0004_2011	Information extracted from the submission MDATA_0004_2011	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MDATA_0023_2012	source/MDATA_0023_2012		MDATA_0023_2012	MDATA_0023_2012	Proteomics information extracted from the submission MDATA_0023_2012	Proteomics information extracted from the submission MDATA_0023_2012	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MDATA_0033_2013	source/MDATA_0033_2013		MDATA_0033_2013	MDATA_0033_2013	Information extracted from the submission MDATA_0033_2013	Information extracted from the submission MDATA_0033_2013	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MEROPS	source/MEROPS	private	MEROPS	MEROPS	Information resource for peptidases	Information resource for peptidases	OK not used	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MGI	source/MGI		MGI	MGI	Data from the Mouse orthologs database	Data from the Mouse orthologs database	Information imported from MGD	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MTBbase	source/MTBbase		MTBbase	MTBbase	Collection and Refinement of Physiological Data on Mycobacterium tuberculosis	Collection and Refinement of Physiological Data on Mycobacterium tuberculosis	OK (why not a db?)	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE	source/MassIVE		MassIVE	MassIVE	Human peptide sequences and identifiers from MassIVE	Human peptide sequences and identifiers from MassIVE	Pam: assign to peptidesource	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Adrenal_Gland	source/MassIVE_human_Adrenal_Gland		MassIVE_human_Adrenal_Gland	MassIVE_human_Adrenal_Gland	Information generated by MassIVE, project Adrenal Gland	Information generated by MassIVE, project Adrenal Gland	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Blood_Cells	source/MassIVE_human_Blood_Cells		MassIVE_human_Blood_Cells	MassIVE_human_Blood_Cells	Information generated by MassIVE, project Blood Cells	Information generated by MassIVE, project Blood Cells	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Blood_Plasma	source/MassIVE_human_Blood_Plasma		MassIVE_human_Blood_Plasma	MassIVE_human_Blood_Plasma	Information generated by MassIVE, project Blood Plasma	Information generated by MassIVE, project Blood Plasma	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Blood_Vessel	source/MassIVE_human_Blood_Vessel		MassIVE_human_Blood_Vessel	MassIVE_human_Blood_Vessel	Information generated by MassIVE, project Blood Vessel	Information generated by MassIVE, project Blood Vessel	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Bone	source/MassIVE_human_Bone		MassIVE_human_Bone	MassIVE_human_Bone	Information generated by MassIVE, project Bone	Information generated by MassIVE, project Bone	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Brain	source/MassIVE_human_Brain		MassIVE_human_Brain	MassIVE_human_Brain	Information generated by MassIVE, project Brain	Information generated by MassIVE, project Brain	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Breast	source/MassIVE_human_Breast		MassIVE_human_Breast	MassIVE_human_Breast	Information generated by MassIVE, project Breast	Information generated by MassIVE, project Breast	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Blood_Cells	source/MassIVE_human_Cancer_Blood_Cells		MassIVE_human_Cancer_Blood_Cells	MassIVE_human_Cancer_Blood_Cells	Information generated by MassIVE, project Cancer Blood Cells	Information generated by MassIVE, project Cancer Blood Cells	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Bone	source/MassIVE_human_Cancer_Bone		MassIVE_human_Cancer_Bone	MassIVE_human_Cancer_Bone	Information generated by MassIVE, project Cancer Bone	Information generated by MassIVE, project Cancer Bone	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Brain	source/MassIVE_human_Cancer_Brain		MassIVE_human_Cancer_Brain	MassIVE_human_Cancer_Brain	Information generated by MassIVE, project Cancer, Brain	Information generated by MassIVE, project Cancer, Brain	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Breast	source/MassIVE_human_Cancer_Breast		MassIVE_human_Cancer_Breast	MassIVE_human_Cancer_Breast	Information generated by MassIVE, project Cancer, Breast	Information generated by MassIVE, project Cancer, Breast	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Blood	source/MassIVE_human_Cancer_Cell_Lines_Blood		MassIVE_human_Cancer_Cell_Lines_Blood	MassIVE_human_Cancer_Cell_Lines_Blood	Information generated by MassIVE, project Cancer Cell Lines, Blood	Information generated by MassIVE, project Cancer Cell Lines, Blood	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Bone	source/MassIVE_human_Cancer_Cell_Lines_Bone		MassIVE_human_Cancer_Cell_Lines_Bone	MassIVE_human_Cancer_Cell_Lines_Bone	Information generated by MassIVE, project Cancer Cell Lines Bone	Information generated by MassIVE, project Cancer Cell Lines Bone	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Brain	source/MassIVE_human_Cancer_Cell_Lines_Brain		MassIVE_human_Cancer_Cell_Lines_Brain	MassIVE_human_Cancer_Cell_Lines_Brain	Information generated by MassIVE, project Cancer Cell Lines, Brain	Information generated by MassIVE, project Cancer Cell Lines, Brain	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Breast	source/MassIVE_human_Cancer_Cell_Lines_Breast		MassIVE_human_Cancer_Cell_Lines_Breast	MassIVE_human_Cancer_Cell_Lines_Breast	Information generated by MassIVE, project Cancer Cell Lines, Breast	Information generated by MassIVE, project Cancer Cell Lines, Breast	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Colon	source/MassIVE_human_Cancer_Cell_Lines_Colon		MassIVE_human_Cancer_Cell_Lines_Colon	MassIVE_human_Cancer_Cell_Lines_Colon	Information generated by MassIVE, project Cancer Cell Lines, Colon	Information generated by MassIVE, project Cancer Cell Lines, Colon	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Digestive_System	source/MassIVE_human_Cancer_Cell_Lines_Digestive_System		MassIVE_human_Cancer_Cell_Lines_Digestive_System	MassIVE_human_Cancer_Cell_Lines_Digestive_System	Information generated by MassIVE, project Cancer Cell Lines Digestive System	Information generated by MassIVE, project Cancer Cell Lines Digestive System	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Liver	source/MassIVE_human_Cancer_Cell_Lines_Liver		MassIVE_human_Cancer_Cell_Lines_Liver	MassIVE_human_Cancer_Cell_Lines_Liver	Information generated by MassIVE, project Cancer Cell Lines, Liver	Information generated by MassIVE, project Cancer Cell Lines, Liver	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Lung	source/MassIVE_human_Cancer_Cell_Lines_Lung		MassIVE_human_Cancer_Cell_Lines_Lung	MassIVE_human_Cancer_Cell_Lines_Lung	Information generated by MassIVE, project Cancer Cell Lines, Lung	Information generated by MassIVE, project Cancer Cell Lines, Lung	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Other_Anatomical_Entities	source/MassIVE_human_Cancer_Cell_Lines_Other_Anatomical_Entities		MassIVE_human_Cancer_Cell_Lines_Other_Anatomical_Entities	MassIVE_human_Cancer_Cell_Lines_Other_Anatomical_Entities	Information generated by MassIVE, project Cancer Cell Lines, Other Anatomical Entities	Information generated by MassIVE, project Cancer Cell Lines, Other Anatomical Entities	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Other_Female_Reproductive_Organ	source/MassIVE_human_Cancer_Cell_Lines_Other_Female_Reproductive_Organ		MassIVE_human_Cancer_Cell_Lines_Other_Female_Reproductive_Organ	MassIVE_human_Cancer_Cell_Lines_Other_Female_Reproductive_Organ	Information generated by MassIVE, project Cancer Cell Lines, Other Female Reproductive Organ	Information generated by MassIVE, project Cancer Cell Lines, Other Female Reproductive Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Other_Gestational_Structure	source/MassIVE_human_Cancer_Cell_Lines_Other_Gestational_Structure		MassIVE_human_Cancer_Cell_Lines_Other_Gestational_Structure	MassIVE_human_Cancer_Cell_Lines_Other_Gestational_Structure	Information generated by MassIVE, project Cancer Cell Lines, Other Gestational Structure	Information generated by MassIVE, project Cancer Cell Lines, Other Gestational Structure	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Ovary	source/MassIVE_human_Cancer_Cell_Lines_Ovary		MassIVE_human_Cancer_Cell_Lines_Ovary	MassIVE_human_Cancer_Cell_Lines_Ovary	Information generated by MassIVE, project Cancer Cell Lines, Ovary	Information generated by MassIVE, project Cancer Cell Lines, Ovary	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Cell_Lines_Skin	source/MassIVE_human_Cancer_Cell_Lines_Skin		MassIVE_human_Cancer_Cell_Lines_Skin	MassIVE_human_Cancer_Cell_Lines_Skin	Information generated by MassIVE, project Cancer Cell Lines Skin	Information generated by MassIVE, project Cancer Cell Lines Skin	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Digestive_System	source/MassIVE_human_Cancer_Digestive_System		MassIVE_human_Cancer_Digestive_System	MassIVE_human_Cancer_Digestive_System	Information generated by MassIVE, project Cancer Digestive System	Information generated by MassIVE, project Cancer Digestive System	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Kidney	source/MassIVE_human_Cancer_Kidney		MassIVE_human_Cancer_Kidney	MassIVE_human_Cancer_Kidney	Information generated by MassIVE, project Cancer, Kidney	Information generated by MassIVE, project Cancer, Kidney	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Liver	source/MassIVE_human_Cancer_Liver		MassIVE_human_Cancer_Liver	MassIVE_human_Cancer_Liver	Information generated by MassIVE, project Cancer, Liver	Information generated by MassIVE, project Cancer, Liver	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Lung	source/MassIVE_human_Cancer_Lung		MassIVE_human_Cancer_Lung	MassIVE_human_Cancer_Lung	Information generated by MassIVE, project Cancer, Lung	Information generated by MassIVE, project Cancer, Lung	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Other_Male_Reproductive_Organ	source/MassIVE_human_Cancer_Other_Male_Reproductive_Organ		MassIVE_human_Cancer_Other_Male_Reproductive_Organ	MassIVE_human_Cancer_Other_Male_Reproductive_Organ	Information generated by MassIVE, project Cancer, Other Male Reproductive Organ	Information generated by MassIVE, project Cancer, Other Male Reproductive Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Ovary	source/MassIVE_human_Cancer_Ovary		MassIVE_human_Cancer_Ovary	MassIVE_human_Cancer_Ovary	Information generated by MassIVE, project Cancer, Ovary	Information generated by MassIVE, project Cancer, Ovary	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Skin	source/MassIVE_human_Cancer_Skin		MassIVE_human_Cancer_Skin	MassIVE_human_Cancer_Skin	Information generated by MassIVE, project Cancer Skin	Information generated by MassIVE, project Cancer Skin	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cancer_Urinary_Bladder	source/MassIVE_human_Cancer_Urinary_Bladder		MassIVE_human_Cancer_Urinary_Bladder	MassIVE_human_Cancer_Urinary_Bladder	Information generated by MassIVE, project Cancer, Urinary Bladder	Information generated by MassIVE, project Cancer, Urinary Bladder	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Cerebrospinal_Fluid	source/MassIVE_human_Cerebrospinal_Fluid		MassIVE_human_Cerebrospinal_Fluid	MassIVE_human_Cerebrospinal_Fluid	Information generated by MassIVE, project Cerebrospinal Fluid	Information generated by MassIVE, project Cerebrospinal Fluid	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Digestive_System	source/MassIVE_human_Digestive_System		MassIVE_human_Digestive_System	MassIVE_human_Digestive_System	Information generated by MassIVE, project Digestive System	Information generated by MassIVE, project Digestive System	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Eye	source/MassIVE_human_Eye		MassIVE_human_Eye	MassIVE_human_Eye	Information generated by MassIVE, project Eye	Information generated by MassIVE, project Eye	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Heart	source/MassIVE_human_Heart		MassIVE_human_Heart	MassIVE_human_Heart	Information generated by MassIVE, project Heart	Information generated by MassIVE, project Heart	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Kidney	source/MassIVE_human_Kidney		MassIVE_human_Kidney	MassIVE_human_Kidney	Information generated by MassIVE, project Kidney	Information generated by MassIVE, project Kidney	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Liver	source/MassIVE_human_Liver		MassIVE_human_Liver	MassIVE_human_Liver	Information generated by MassIVE, project Liver	Information generated by MassIVE, project Liver	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Lung	source/MassIVE_human_Lung		MassIVE_human_Lung	MassIVE_human_Lung	Information generated by MassIVE, project Lung	Information generated by MassIVE, project Lung	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Muscle	source/MassIVE_human_Muscle		MassIVE_human_Muscle	MassIVE_human_Muscle	Information generated by MassIVE, project Muscle	Information generated by MassIVE, project Muscle	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Non_Cancer_Cell_Lines	source/MassIVE_human_Non_Cancer_Cell_Lines		MassIVE_human_Non_Cancer_Cell_Lines	MassIVE_human_Non_Cancer_Cell_Lines	Information generated by MassIVE, project Non Cancer Cell Lines	Information generated by MassIVE, project Non Cancer Cell Lines	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Olfactory_System	source/MassIVE_human_Olfactory_System		MassIVE_human_Olfactory_System	MassIVE_human_Olfactory_System	Information generated by MassIVE, project Olfactory System	Information generated by MassIVE, project Olfactory System	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Oocyte	source/MassIVE_human_Oocyte		MassIVE_human_Oocyte	MassIVE_human_Oocyte	Information generated by MassIVE, project Oocyte	Information generated by MassIVE, project Oocyte	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Other_Anatomical_Entities	source/MassIVE_human_Other_Anatomical_Entities		MassIVE_human_Other_Anatomical_Entities	MassIVE_human_Other_Anatomical_Entities	Information generated by MassIVE, project Other Anatomical Entities	Information generated by MassIVE, project Other Anatomical Entities	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Other_Female_Reproductive_Organ	source/MassIVE_human_Other_Female_Reproductive_Organ		MassIVE_human_Other_Female_Reproductive_Organ	MassIVE_human_Other_Female_Reproductive_Organ	Information generated by MassIVE, project Other Female Reproductive Organ	Information generated by MassIVE, project Other Female Reproductive Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Other_Gestational_Structure	source/MassIVE_human_Other_Gestational_Structure		MassIVE_human_Other_Gestational_Structure	MassIVE_human_Other_Gestational_Structure	Information generated by MassIVE, project Other Gestational Structure	Information generated by MassIVE, project Other Gestational Structure	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Other_Male_Reproductive_Organ	source/MassIVE_human_Other_Male_Reproductive_Organ		MassIVE_human_Other_Male_Reproductive_Organ	MassIVE_human_Other_Male_Reproductive_Organ	Information generated by MassIVE, project Other Male Reproductive Organ	Information generated by MassIVE, project Other Male Reproductive Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Other_Respiratory_Organ	source/MassIVE_human_Other_Respiratory_Organ		MassIVE_human_Other_Respiratory_Organ	MassIVE_human_Other_Respiratory_Organ	Information generated by MassIVE, project Other Respiratory Organ	Information generated by MassIVE, project Other Respiratory Organ	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Ovary	source/MassIVE_human_Ovary		MassIVE_human_Ovary	MassIVE_human_Ovary	Information generated by MassIVE, project Ovary	Information generated by MassIVE, project Ovary	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Pancreas	source/MassIVE_human_Pancreas		MassIVE_human_Pancreas	MassIVE_human_Pancreas	Information generated by MassIVE, project Pancreas	Information generated by MassIVE, project Pancreas	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Pituitary_Gland	source/MassIVE_human_Pituitary_Gland		MassIVE_human_Pituitary_Gland	MassIVE_human_Pituitary_Gland	Information generated by MassIVE, project Pituitary Gland	Information generated by MassIVE, project Pituitary Gland	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Placenta	source/MassIVE_human_Placenta		MassIVE_human_Placenta	MassIVE_human_Placenta	Information generated by MassIVE, project Placenta	Information generated by MassIVE, project Placenta	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Skin	source/MassIVE_human_Skin		MassIVE_human_Skin	MassIVE_human_Skin	Information generated by MassIVE, project Skin	Information generated by MassIVE, project Skin	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Sperm	source/MassIVE_human_Sperm		MassIVE_human_Sperm	MassIVE_human_Sperm	Information generated by MassIVE, project Sperm	Information generated by MassIVE, project Sperm	OK	controlled-vocabulary/cv_datasources.txt
http://nextprot.org/rdf/source/MassIVE_human_Spleen	source/MassIVE_human_Spleen		MassIVE_human_Spleen	MassIVE_human_Spleen	Information generated by MassIVE, project Spleen	Information generated by MassIVE, project Spleen	OK	controlled-vocabulary/cv_datasources.txt
